customer_name,city,state,segment
Luis Thornton,East Randyborough,Colorado,Consumer
Tammy Bowers,Wilsonview,Ohio,Corporate
Rachel Hill,Johnsonburgh,Wisconsin,Consumer
Adam Perkins,Arnoldfurt,Wyoming,Consumer
Katelyn Gonzales,Karamouth,New York,Consumer
Michelle Bennett,South Michelle,Massachusetts,Corporate
Michael Maldonado,Jacquelinehaven,Minnesota,Corporate
David Phillips,West Robert,Missouri,Small Business
Charles Chen,Rodriguezhaven,West Virginia,Corporate
Cristina Martinez,Port Denisetown,New York,Small Business
Jaime Miller,Gonzalezton,Mississippi,Consumer
John Bennett,Nelsonview,Iowa,Corporate
Ryan Frazier,South Richardchester,Indiana,Consumer
Ashley Moss,New Gabriel,Montana,Consumer
Rick Landry,South Ashleystad,Connecticut,Small Business
Andrew Ho,Bellville,Oklahoma,Consumer
Cynthia Perkins,Robintown,Wyoming,Consumer
Alexandra Compton,Robertfort,Pennsylvania,Small Business
Philip Phillips,Port Karen,Montana,Corporate
Michael Payne,Lake Thomasfort,Delaware,Corporate
Larry Mullins,West Andrew,Alaska,Corporate
Deanna Barker,New Patricia,Arizona,Corporate
Christopher Francis,Tapiaburgh,Massachusetts,Small Business
Jennifer Thompson,Howardtown,Pennsylvania,Consumer
Jessica Howell,Lake Rachelside,New Mexico,Consumer
Michael Oneal,West Joshuaburgh,Iowa,Small Business
Michelle Stout,West Jessicaport,Florida,Consumer
Robert Bell,North Brookeshire,Minnesota,Small Business
Andrea Knight,Westchester,West Virginia,Small Business
Michael Travis,Lake Michaelmouth,Nevada,Corporate
Jodi Flores,East Janice,South Dakota,Corporate
Stacey Meyer,Parkermouth,Florida,Consumer
Judy Cain,West Alicialand,Georgia,Consumer
Michelle Jackson,Chadview,Utah,Corporate
Joshua Allen,Carlaport,Nevada,Consumer
Samantha Fischer,Port Paulstad,Colorado,Consumer
Keith Davis,Kennethport,Iowa,Corporate
David Davis,North Anthony,Hawaii,Consumer
Dr. Noah Gardner III,Perkinsbury,Colorado,Corporate
Christopher Keller,Ryanmouth,Nebraska,Consumer
Kristin Green,East Henry,Oregon,Small Business
Christopher Morris,North Jaimefurt,Louisiana,Small Business
Ricardo Adkins,Kathymouth,Washington,Corporate
Jessica Clements,Jonesfort,Washington,Corporate
Katherine Kennedy,East Jose,Nebraska,Corporate
Mr. Christopher Brown,South Lydiaberg,Nevada,Corporate
Angela Moore,Wilsonbury,Wyoming,Consumer
Rachel Zamora,Danielmouth,Florida,Corporate
Jessica Horton,Kathybury,Texas,Corporate
Andrea Hunt,Nancymouth,Massachusetts,Small Business
Shawn Barrett,Bellton,Ohio,Corporate
Matthew Daniels,Angelashire,Vermont,Consumer
Walter Santos,West John,Kentucky,Consumer
Stephanie Richards,East Aaron,Nevada,Corporate
Robert Valdez,Timothyburgh,Mississippi,Small Business
Richard Shields Jr.,Anthonyton,Kentucky,Corporate
Michelle Schmidt,New Juan,Iowa,Small Business
Mr. Anthony Thomas,Robbinsstad,Missouri,Corporate
Jessica Brooks,Port Christyville,Hawaii,Small Business
Travis Campbell,Susanstad,Idaho,Consumer
Meghan Gross,Lake Paula,Wisconsin,Corporate
Melissa Poole,Bestmouth,Minnesota,Small Business
Caleb Russell,New Tammyview,Minnesota,Corporate
James Thompson,Gravesview,Massachusetts,Small Business
Candace Hall MD,Skinnermouth,Utah,Small Business
Gary Allen,Cookefurt,Colorado,Consumer
Shirley Pittman,Lake Brendabury,Alabama,Consumer
Diane Hudson,West Connor,Alabama,Consumer
Kristopher Carpenter,Lake Douglas,Iowa,Corporate
Timothy Allen,Davidhaven,Florida,Small Business
Katherine Anderson,Jessicatown,Alabama,Consumer
Justin Duarte,East Steve,Massachusetts,Consumer
Kathleen Sheppard,Lake Elizabeth,Oregon,Consumer
Andrea Arnold,Mitchellborough,Iowa,Small Business
Wesley Moore,East Tinahaven,Alaska,Corporate
Ethan Paul,New Ralph,Alaska,Corporate
Jimmy Mejia,Derrickbury,New Jersey,Small Business
Helen Williams,Port Melindaton,North Carolina,Small Business
Leonard Bradley,Gomezchester,Tennessee,Consumer
Terry Barron,New Sonya,New Hampshire,Consumer
William Jones,Jamiehaven,Wyoming,Small Business
Kimberly Bates,Harveychester,Alabama,Consumer
Brian Thornton,Port Maria,Wisconsin,Corporate
Craig May,Stewartbury,Nevada,Consumer
Bryan Martinez,Kristineland,Utah,Small Business
Larry Short,Clarkview,Georgia,Small Business
Francisco Barnes,Terrancechester,Mississippi,Corporate
Michelle Phillips,Kennethburgh,Illinois,Small Business
Karen Johnson,North Edward,Missouri,Corporate
Crystal Young,Port Gavinton,Maryland,Small Business
Scott Morris,Lisafurt,North Carolina,Small Business
Joshua White,West Kathleenburgh,Utah,Small Business
Mary Rodriguez,Christopherbury,Kentucky,Consumer
Jonathan Cruz,West Christopherton,Oklahoma,Consumer
Andrea Flores,Alvaradomouth,Arkansas,Consumer
Erica Garcia,Samanthaland,Minnesota,Corporate
Christopher Richardson,Ramirezside,Indiana,Corporate
Diana Lopez,Lake Ernestside,Alaska,Consumer
Jesse Cross,Ericborough,Georgia,Consumer
Scott Rose,New Jeffrey,Iowa,Small Business
Holly Booth,West Arthurside,Alabama,Small Business
David Pittman,Christopherberg,Alabama,Consumer
Malik Ward,West Michael,Idaho,Small Business
Christopher Meyers,Shannonton,New Mexico,Corporate
Joseph Garcia,Hillside,Tennessee,Small Business
Desiree Kirby,Michelleville,Alaska,Consumer
Daniel Fisher,West Justin,Montana,Corporate
Willie Moore,Lake Zachary,West Virginia,Corporate
Brenda Navarro,Taramouth,Idaho,Consumer
Joseph Ferguson,West Taylor,Vermont,Small Business
Catherine Chandler,Rodriguezburgh,West Virginia,Consumer
Lynn Weeks,Barajasfurt,Colorado,Corporate
Kristina Lewis,Sullivanstad,Ohio,Consumer
Douglas Reyes,Hollyburgh,New Hampshire,Small Business
Ray Benson,Port Mark,New York,Corporate
Erik Williams,Stephenhaven,Illinois,Consumer
Thomas Rodriguez,Christinafort,North Dakota,Corporate
Sheila Odom,Hansonfort,New Hampshire,Consumer
Benjamin Frazier,North Jessica,South Carolina,Corporate
Matthew Rasmussen,New Joshuahaven,Colorado,Corporate
Stephen Gibbs MD,Lake Kelseyfort,Arkansas,Consumer
Tyler Sawyer,Lewischester,New Mexico,Small Business
Bradley Bradford,North Karen,Washington,Consumer
Michelle Young,Amyview,Maryland,Consumer
Charles Mckinney,Maryview,Kentucky,Small Business
Robert Schmidt,East Gabrielhaven,Georgia,Consumer
Julia Gray,Heatherville,Kansas,Small Business
Melissa Sheppard,Richardview,Florida,Corporate
Jonathan Cooper,Ericamouth,Vermont,Small Business
Nancy Snyder,East Jeffrey,Maine,Consumer
Dennis Ellis,South Kathryn,New Mexico,Small Business
Kimberly Higgins,Angelaland,New Jersey,Small Business
Michael Russo,Trevorville,Georgia,Corporate
Todd Harrison,Craigborough,Oklahoma,Consumer
Margaret Huang,East Courtneyland,Oregon,Small Business
Phyllis Garza,East Matthew,New Hampshire,Corporate
Edward Fisher,East Craig,Tennessee,Corporate
Matthew Shaw,Jackville,North Carolina,Small Business
Veronica Thomas,Anneview,Arkansas,Corporate
Amy Anderson,South Dennisfort,Arizona,Consumer
Christina Mason,West Rhonda,Minnesota,Corporate
Claudia Rodriguez,Jacquelineside,South Dakota,Small Business
Gerald Sanchez,Franciscoberg,North Dakota,Corporate
Laura Murray,North Christopher,Tennessee,Small Business
Christian May,North Yvonneland,Montana,Corporate
Joshua Johnson,Morrisborough,Michigan,Small Business
Benjamin Armstrong,Amyshire,Mississippi,Consumer
Andrew Davis,Port Christinaport,New Mexico,Corporate
Matthew Mclaughlin,New Christineville,Minnesota,Corporate
Jeffrey Jennings,Stevenmouth,Washington,Small Business
Randy Ramirez,Armstrongview,Idaho,Small Business
Ashley Johnson,Port Jeremy,Massachusetts,Corporate
William Jackson,Leslieburgh,Illinois,Corporate
Jordan Leach,New Jonathanmouth,Kentucky,Corporate
Lori Ross,New Meghan,Alaska,Corporate
Robert Foster,Gabriellebury,Alabama,Corporate
Dr. Michael Alvarez,Lisaton,Georgia,Consumer
Timothy Dyer,Danieltown,Nevada,Corporate
Maurice Cruz,West Brenda,Alaska,Consumer
Jay Hudson,New Lindafurt,Missouri,Consumer
Cameron Kerr,Courtneyhaven,Virginia,Corporate
Kelsey Garner,Whiteburgh,Wyoming,Consumer
Peter Lane,East Alicia,Wyoming,Small Business
Antonio Marks,Smithland,California,Small Business
Kathy Johnson,South Jeremyburgh,Iowa,Small Business
Angela Weaver,Wallacestad,Michigan,Consumer
Brandon Kerr,Saunderschester,California,Small Business
Thomas Carlson,Ianmouth,South Dakota,Small Business
Brenda Faulkner,Samuelberg,Michigan,Small Business
Loretta Williams,Carolynport,Maine,Small Business
Kristen Vance,New Tanyastad,Nevada,Consumer
Jessica Martinez,Brightstad,Kansas,Consumer
Tommy Flores,Lake Scott,Idaho,Consumer
Tracy Morales,New Thomasmouth,Alaska,Corporate
Kimberly Stokes,East Stephanie,Iowa,Small Business
Cynthia Lawrence,North Tinaborough,Iowa,Small Business
David Holden,East Scottberg,Alabama,Corporate
Christopher Turner,Kelleyhaven,Nevada,Consumer
Benjamin Hicks,Port Kennethfort,Texas,Consumer
Jonathan Rodriguez,Serranoland,Wyoming,Consumer
Walter Green,South Leslieton,Indiana,Corporate
Billy Douglas,Lake Tylerview,Delaware,Consumer
Brian Gallagher,Port Catherineport,Vermont,Small Business
Daniel Thompson,West Maryfurt,New York,Corporate
Michael Robinson,Port Ronald,Hawaii,Small Business
Brittany Richard,Port Susan,Mississippi,Corporate
Jennifer Cook,Lake Monica,Washington,Small Business
Sarah Castro,Lake Adam,Utah,Small Business
Zachary Todd,Michaelstad,Montana,Corporate
Crystal Valencia,East Cheyenne,Mississippi,Corporate
Kelly Johnson,North Denise,Colorado,Small Business
Angela Martinez DDS,Mathewchester,Alabama,Consumer
Brittany Robles,Kimberlyshire,Washington,Corporate
Brenda Torres,Lake Jason,Virginia,Corporate
Jimmy Carroll,Lake Kevinport,Wisconsin,Small Business
Charles Cook,Douglasborough,Montana,Small Business
Regina Jackson,Carlafort,Nevada,Corporate
Christian Thomas,Rebeccaside,Georgia,Small Business
Hector Gonzalez,Cindyland,Missouri,Small Business
Joshua Kelley,New Paige,Montana,Small Business
Michaela Love,West Shawna,Oregon,Corporate
Dawn Gilmore,New Ericland,New Mexico,Consumer
Jon Baird,East Latoyaburgh,Alaska,Consumer
Vanessa Murillo,Newmanland,North Carolina,Small Business
John Vega DDS,Armstrongberg,Minnesota,Corporate
Sydney Foley,West Jordanborough,Alabama,Consumer
Theresa Aguirre,East Jessicabury,Arkansas,Consumer
Rebecca Scott MD,Margaretside,Washington,Corporate
Samantha Escobar,Samanthahaven,Oregon,Small Business
Danielle Johnson,Port Heatherhaven,North Carolina,Small Business
Cheryl Wilcox,New Ronaldview,Vermont,Consumer
Hannah Russo,Michaelville,Illinois,Corporate
Brandy Rodriguez,Beverlyside,Kentucky,Consumer
Andrew Johnson,Montoyachester,South Dakota,Corporate
Joseph Harrison,Kevinfort,Rhode Island,Corporate
Michael Ortiz,New Dustin,Colorado,Consumer
Christopher Holder,Wallaceton,South Dakota,Consumer
Jessica Gutierrez,Mullenshire,New Mexico,Consumer
Taylor Salas,Port Austin,Missouri,Small Business
Angela Hernandez,South Stacyfurt,Connecticut,Corporate
Michael Wagner,South Lindsey,Alaska,Consumer
Melanie Curtis,Martinezshire,Ohio,Consumer
Patrick Farrell,South Patricia,Kansas,Corporate
Kurt Weber,Port Joseph,Mississippi,Consumer
Alan Lopez,North Stacyshire,Minnesota,Consumer
Kevin Williams,Christinatown,South Carolina,Corporate
Eric Torres,Cynthiachester,West Virginia,Consumer
Lori Johnson,Jonesstad,New York,Small Business
Cynthia Cook,North Ryan,Maine,Consumer
Gregory Ford,Clarkville,Minnesota,Corporate
Desiree Butler,New Anthonyfurt,Texas,Corporate
Kevin Evans,Poolechester,North Carolina,Corporate
Mr. Timothy Miller,Michellechester,Oklahoma,Consumer
George Griffin,Williamsburgh,Kansas,Small Business
Adam Crawford,Lake Jorgeberg,Iowa,Consumer
Sean Wilkinson,Whitneyside,Utah,Small Business
Travis Gutierrez,Burtonmouth,New Mexico,Small Business
Nicholas Wilson,Samanthaton,North Dakota,Small Business
Charles Chavez,Port Joshuaberg,Alabama,Consumer
Michael Brewer,East Cody,Massachusetts,Consumer
Brittany Miller,Maloneport,Nebraska,Corporate
Heather Taylor,North Edward,Wyoming,Consumer
Jeremy Soto,Jennifermouth,Ohio,Corporate
Charles Smith,Brettmouth,Colorado,Consumer
Jerry Hall,North Heidi,Texas,Small Business
Anthony Martinez,Delacruzhaven,Wyoming,Consumer
Michael Holder,New Chad,Minnesota,Consumer
Brittany Huynh,Lake Sarah,Tennessee,Corporate
Jennifer White,Diazmouth,Maryland,Consumer
Ian Gutierrez,Mendezfort,Oregon,Corporate
Jonathan Green,New Justin,Montana,Small Business
Ian Bennett,Piercemouth,Oklahoma,Consumer
Mark Smith,North Megan,Alabama,Small Business
Charlotte Phillips,Crystalside,North Dakota,Corporate
Tanya Thornton,Jamesmouth,Louisiana,Consumer
Sandra Montoya,East Maxwellville,North Dakota,Corporate
Kaylee Berry,Smithton,Indiana,Consumer
Darrell Stokes,Deanton,Massachusetts,Small Business
Lisa Kennedy,North Andrew,Vermont,Corporate
Mrs. Michelle Becker,Kevinberg,South Dakota,Consumer
Erica Proctor,South Shannon,Mississippi,Corporate
Bethany Mooney,Angelafort,New Hampshire,Small Business
Nicholas Vargas,Port Richardstad,Washington,Small Business
Michael Vargas,Loganfurt,Missouri,Small Business
Rose Alvarado,New Michael,Arizona,Consumer
Benjamin Moore,Lake Scott,South Dakota,Consumer
Nicholas Martin,East Nicole,Alaska,Corporate
Raymond White,Emilymouth,Kansas,Consumer
William Salazar,North Justin,Tennessee,Corporate
Matthew Lester,Tylermouth,Kentucky,Small Business
Kristina Allen DVM,Rodriguezburgh,New Hampshire,Consumer
Michael Lee,East Gregorybury,Idaho,Small Business
Stanley Maxwell,South Emily,Florida,Corporate
Elizabeth Cruz,North Kathyport,Maine,Small Business
Kellie Higgins,Ashleyshire,North Carolina,Small Business
John Randall,Lake Dianatown,Alaska,Corporate
Lori Page,West Crystal,Nevada,Consumer
Scott Booth,Thomashaven,South Carolina,Corporate
Carrie Shah,Lewisberg,South Carolina,Corporate
Jeffery Mora,East Melaniebury,New Jersey,Small Business
Samantha Larson,Brownville,Illinois,Consumer
Angela Brown,Goodmanberg,New Mexico,Corporate
Seth Coleman,Shahburgh,Wisconsin,Consumer
Randall Hernandez,Lake Stephanie,New Hampshire,Consumer
Brittany Carr,Edwardsport,North Carolina,Small Business
Brittany Hunter,East Melanie,New Hampshire,Consumer
Norman Murray Jr.,Amyfort,Nebraska,Small Business
Kevin Burke,Thomasmouth,North Carolina,Consumer
Christopher Charles,Whiteheadshire,Oklahoma,Consumer
Sandra Mitchell,Tylermouth,New Mexico,Corporate
Ryan George,Samuelburgh,South Carolina,Small Business
Kayla Bennett,North Bruceview,Pennsylvania,Corporate
Ashley Martinez,East Gailville,North Dakota,Consumer
Nicholas Ruiz,Thomasmouth,Louisiana,Consumer
Nicholas Harris,Port Brent,Wyoming,Consumer
Adriana Valdez,Pattersonton,Kentucky,Consumer
Jonathan Cannon,Port Eugenemouth,South Dakota,Small Business
William Crawford,Fosterhaven,West Virginia,Corporate
Amanda Brown,Jenniferborough,Delaware,Small Business
Marcus Castillo,Coopermouth,Alabama,Corporate
Robert Bauer,New Rebecca,Kansas,Corporate
Jessica Hunter,New Erictown,California,Corporate
Megan Huang,East Thomas,Idaho,Consumer
Jacob Caldwell,New Amber,Louisiana,Consumer
Megan Edwards,West Tammy,Minnesota,Consumer
Heather Mcknight,New Edward,Tennessee,Consumer
Daniel Lewis,Collinmouth,Kansas,Consumer
Jeffrey Sanders,Jeremyberg,Montana,Corporate
Tonya Sullivan,Stevenbury,Maine,Small Business
Tara Taylor,Shannonmouth,North Dakota,Consumer
Michael Jones,Selenatown,Rhode Island,Consumer
Mrs. Anna Anderson,Katherineport,Alaska,Consumer
Brittany Patrick,East Cassie,New Hampshire,Corporate
Thomas Lane,Perezfurt,Illinois,Consumer
Amanda Bailey,Bradleyport,Kentucky,Corporate
Krystal Woods,Port Valerie,Illinois,Consumer
Adam Conner,New Donna,New Jersey,Small Business
Mary Chambers,Alvarezhaven,Idaho,Consumer
Douglas Acosta,East Maryfort,Alabama,Small Business
Joel Brady,Lake Jonathan,Wyoming,Corporate
Deborah Perkins,Williamsbury,Maine,Consumer
Shawn Roth,New Russellview,Kentucky,Corporate
Christian Schultz,Lake Katherine,Vermont,Corporate
Natalie Owens,Kristopherville,New Mexico,Consumer
Albert Mayo,Lake Kim,North Dakota,Consumer
Alexander Morgan,Sanchezfort,New Jersey,Consumer
Michael Cantu,West Charles,Rhode Island,Corporate
Christopher May,Josephfort,Kentucky,Corporate
Todd Davis,Michaelport,South Dakota,Consumer
Kristin Nixon,Lake Anthonybury,South Dakota,Corporate
Tyler Randall,West Alexanderview,Virginia,Small Business
Kristin Gould PhD,Clarkmouth,Virginia,Corporate
Brenda Mckay,Williamsville,South Carolina,Corporate
Anna Robertson,West Jonathan,Missouri,Corporate
Michael Gomez,Teresaview,Minnesota,Consumer
Cheyenne Garcia,East Krista,Florida,Consumer
Michael Morris,Lake Andreaberg,New Mexico,Consumer
Natalie Moore,West Dawnshire,Hawaii,Small Business
Phillip Fitzpatrick,Mcdonaldmouth,Nebraska,Consumer
Ms. Kristy Kim,South Samanthamouth,Oklahoma,Corporate
Cheryl Smith,Mollybury,Tennessee,Corporate
Barbara Ballard,Georgechester,Florida,Small Business
Aaron Hartman,East Rachael,Pennsylvania,Consumer
Michael Hayden,Lake Nathan,Maine,Consumer
Tammy Thomas,Jillianton,Washington,Consumer
Donna Harris,Lake Rachelville,Texas,Corporate
Thomas Davis,New Christina,Hawaii,Corporate
Amber Lee,New Tammyfurt,Wyoming,Consumer
Patrick Jenkins,Lake Ryanside,Idaho,Small Business
Charlotte Boyer,Humphreyside,Alabama,Corporate
David Johnson,Kimberlyshire,Rhode Island,Corporate
Edward Johnson,Lake Michelleland,Virginia,Consumer
Pamela Blake,Penningtonmouth,West Virginia,Consumer
Marcus Freeman,Andrewshire,Alabama,Consumer
Mr. Jeffrey Dunn,East Carmen,South Carolina,Consumer
Todd Jenkins,Pricefurt,Mississippi,Corporate
Allison Jones,East Keithton,Montana,Corporate
Justin Wheeler,East Caitlinmouth,Alaska,Small Business
Lynn Olson,Robertfort,Oregon,Corporate
Roy French,Wolfeview,California,Small Business
Mary Santana,Daniellehaven,Maine,Small Business
Richard Hays,Stevenfort,Indiana,Corporate
Rebecca Nguyen,Lake Paulfurt,Georgia,Consumer
Angela Martinez,Annaview,Nebraska,Small Business
Juan Smith,Patriciafort,Utah,Consumer
Raymond Hansen,Alisonville,Oklahoma,Small Business
Elizabeth Lara,South Kimberlychester,Colorado,Corporate
Erika Cochran,Port Ryanborough,Missouri,Small Business
Rebecca Torres,Lake Williamtown,Iowa,Small Business
Christopher Meyer,Lisaside,Louisiana,Corporate
Gerald Kennedy,Port Nicole,California,Small Business
David Sexton,North Dennis,Idaho,Consumer
Kyle Thomas,Gallegosfurt,South Carolina,Small Business
Jon May,Weisshaven,Alabama,Corporate
William Grant,Monicachester,Kentucky,Corporate
Juan Moreno,North Ericland,Delaware,Consumer
Andrew Elliott,Thompsonfurt,Alaska,Corporate
Anthony Garcia,Lake Samantha,Ohio,Small Business
John Castillo,West Tracy,Indiana,Small Business
Charles Hoover,Georgeland,Massachusetts,Consumer
David Bell,South Daniel,Alabama,Consumer
Taylor Casey,Millerhaven,Oklahoma,Corporate
Philip Mathews,North Emilyhaven,Michigan,Consumer
Olivia Kelly,Lake Abigailchester,Michigan,Small Business
Amanda Garcia,South Nicolehaven,Nebraska,Corporate
Mallory Torres,Lake Amanda,Idaho,Consumer
Cindy Weaver,Paynefurt,Missouri,Corporate
Elizabeth Mccoy,Brandonhaven,Maine,Small Business
David Humphrey,Stewartfort,Missouri,Corporate
Gabrielle Hurst,East Jennifer,Pennsylvania,Consumer
Jennifer Gallagher,Sallybury,Louisiana,Corporate
Mark Walls,North Beckyview,Maine,Small Business
Gabriel Johnson,East Heidi,Michigan,Corporate
Michael Phillips,New Tylermouth,Georgia,Small Business
